./positive_images/frames_33.bmp 1 0 0 20 20
./positive_images/frames_41.bmp 1 0 0 20 20
./positive_images/frames_249.bmp 1 0 0 20 20
./positive_images/frames_412.bmp 1 0 0 20 20
./positive_images/frames_537.bmp 1 0 0 20 20
./positive_images/frames_363.bmp 1 0 0 20 20
./positive_images/frames_2_13.bmp 1 0 0 20 20
./positive_images/frames_76.bmp 1 0 0 20 20
./positive_images/frames_2_51.bmp 1 0 0 20 20
./positive_images/frames_433.bmp 1 0 0 20 20
./positive_images/frames_458.bmp 1 0 0 20 20
./positive_images/frames_2_5.bmp 1 0 0 20 20
./positive_images/frames_204.bmp 1 0 0 20 20
./positive_images/frames_2_58.bmp 1 0 0 20 20
./positive_images/frames_625.bmp 1 0 0 20 20
./positive_images/frames_467.bmp 1 0 0 20 20
./positive_images/frames_206.bmp 1 0 0 20 20
./positive_images/frames_484.bmp 1 0 0 20 20
./positive_images/frames_3.bmp 1 0 0 20 20
./positive_images/frames_670.bmp 1 0 0 20 20
./positive_images/frames_667.bmp 1 0 0 20 20
./positive_images/frames_2_81.bmp 1 0 0 20 20
./positive_images/frames_326.bmp 1 0 0 20 20
./positive_images/frames_507.bmp 1 0 0 20 20
./positive_images/frames_228.bmp 1 0 0 20 20
./positive_images/frames_422.bmp 1 0 0 20 20
./positive_images/frames_392.bmp 1 0 0 20 20
./positive_images/frames_235.bmp 1 0 0 20 20
./positive_images/frames_466.bmp 1 0 0 20 20
./positive_images/frames_2_54.bmp 1 0 0 20 20
./positive_images/frames_67.bmp 1 0 0 20 20
./positive_images/frames_425.bmp 1 0 0 20 20
./positive_images/frames_651.bmp 1 0 0 20 20
./positive_images/frames_493.bmp 1 0 0 20 20
./positive_images/frames_265.bmp 1 0 0 20 20
./positive_images/frames_399.bmp 1 0 0 20 20
./positive_images/frames_296.bmp 1 0 0 20 20
./positive_images/frames_528.bmp 1 0 0 20 20
./positive_images/frames_666.bmp 1 0 0 20 20
./positive_images/frames_2_126.bmp 1 0 0 20 20
./positive_images/frames_342.bmp 1 0 0 20 20
./positive_images/frames_2_103.bmp 1 0 0 20 20
./positive_images/frames_547.bmp 1 0 0 20 20
./positive_images/frames_16.bmp 1 0 0 20 20
./positive_images/frames_372.bmp 1 0 0 20 20
./positive_images/frames_456.bmp 1 0 0 20 20
./positive_images/frames_620.bmp 1 0 0 20 20
./positive_images/frames_619.bmp 1 0 0 20 20
./positive_images/frames_629.bmp 1 0 0 20 20
./positive_images/frames_401.bmp 1 0 0 20 20
./positive_images/frames_500.bmp 1 0 0 20 20
./positive_images/frames_2_139.bmp 1 0 0 20 20
./positive_images/frames_36.bmp 1 0 0 20 20
./positive_images/frames_361.bmp 1 0 0 20 20
./positive_images/frames_2_143.bmp 1 0 0 20 20
./positive_images/frames_127.bmp 1 0 0 20 20
./positive_images/frames_246.bmp 1 0 0 20 20
./positive_images/frames_308.bmp 1 0 0 20 20
./positive_images/frames_2_15.bmp 1 0 0 20 20
./positive_images/frames_2_122.bmp 1 0 0 20 20
./positive_images/frames_488.bmp 1 0 0 20 20
./positive_images/frames_56.bmp 1 0 0 20 20
./positive_images/frames_406.bmp 1 0 0 20 20
./positive_images/frames_2_56.bmp 1 0 0 20 20
./positive_images/frames_580.bmp 1 0 0 20 20
./positive_images/frames_2_48.bmp 1 0 0 20 20
./positive_images/frames_370.bmp 1 0 0 20 20
./positive_images/frames_376.bmp 1 0 0 20 20
./positive_images/frames_227.bmp 1 0 0 20 20
./positive_images/frames_156.bmp 1 0 0 20 20
./positive_images/frames_416.bmp 1 0 0 20 20
./positive_images/frames_159.bmp 1 0 0 20 20
./positive_images/frames_2_140.bmp 1 0 0 20 20
./positive_images/frames_650.bmp 1 0 0 20 20
./positive_images/frames_374.bmp 1 0 0 20 20
./positive_images/frames_348.bmp 1 0 0 20 20
./positive_images/frames_9.bmp 1 0 0 20 20
./positive_images/frames_298.bmp 1 0 0 20 20
./positive_images/frames_5.bmp 1 0 0 20 20
./positive_images/frames_185.bmp 1 0 0 20 20
./positive_images/frames_2_38.bmp 1 0 0 20 20
./positive_images/frames_377.bmp 1 0 0 20 20
./positive_images/frames_585.bmp 1 0 0 20 20
./positive_images/frames_481.bmp 1 0 0 20 20
./positive_images/frames_133.bmp 1 0 0 20 20
./positive_images/frames_118.bmp 1 0 0 20 20
./positive_images/frames_325.bmp 1 0 0 20 20
./positive_images/frames_513.bmp 1 0 0 20 20
./positive_images/frames_435.bmp 1 0 0 20 20
./positive_images/frames_164.bmp 1 0 0 20 20
./positive_images/frames_255.bmp 1 0 0 20 20
./positive_images/frames_2_106.bmp 1 0 0 20 20
./positive_images/frames_12.bmp 1 0 0 20 20
./positive_images/frames_424.bmp 1 0 0 20 20
./positive_images/frames_236.bmp 1 0 0 20 20
./positive_images/frames_226.bmp 1 0 0 20 20
./positive_images/frames_476.bmp 1 0 0 20 20
./positive_images/frames_398.bmp 1 0 0 20 20
./positive_images/frames_495.bmp 1 0 0 20 20
./positive_images/frames_260.bmp 1 0 0 20 20
./positive_images/frames_153.bmp 1 0 0 20 20
./positive_images/frames_281.bmp 1 0 0 20 20
./positive_images/frames_60.bmp 1 0 0 20 20
./positive_images/frames_117.bmp 1 0 0 20 20
./positive_images/frames_2_63.bmp 1 0 0 20 20
./positive_images/frames_161.bmp 1 0 0 20 20
./positive_images/frames_605.bmp 1 0 0 20 20
./positive_images/frames_290.bmp 1 0 0 20 20
./positive_images/frames_593.bmp 1 0 0 20 20
./positive_images/frames_635.bmp 1 0 0 20 20
./positive_images/frames_309.bmp 1 0 0 20 20
./positive_images/frames_144.bmp 1 0 0 20 20
./positive_images/frames_102.bmp 1 0 0 20 20
./positive_images/frames_338.bmp 1 0 0 20 20
./positive_images/frames_445.bmp 1 0 0 20 20
./positive_images/frames_595.bmp 1 0 0 20 20
./positive_images/frames_84.bmp 1 0 0 20 20
./positive_images/frames_213.bmp 1 0 0 20 20
./positive_images/frames_2_6.bmp 1 0 0 20 20
./positive_images/frames_386.bmp 1 0 0 20 20
./positive_images/frames_2_124.bmp 1 0 0 20 20
./positive_images/frames_49.bmp 1 0 0 20 20
./positive_images/frames_90.bmp 1 0 0 20 20
./positive_images/frames_220.bmp 1 0 0 20 20
./positive_images/frames_563.bmp 1 0 0 20 20
./positive_images/frames_187.bmp 1 0 0 20 20
./positive_images/frames_2_88.bmp 1 0 0 20 20
./positive_images/frames_2_65.bmp 1 0 0 20 20
./positive_images/frames_591.bmp 1 0 0 20 20
./positive_images/frames_2_95.bmp 1 0 0 20 20
./positive_images/frames_29.bmp 1 0 0 20 20
./positive_images/frames_2_87.bmp 1 0 0 20 20
./positive_images/frames_2_153.bmp 1 0 0 20 20
./positive_images/frames_224.bmp 1 0 0 20 20
./positive_images/frames_339.bmp 1 0 0 20 20
./positive_images/frames_107.bmp 1 0 0 20 20
./positive_images/frames_352.bmp 1 0 0 20 20
./positive_images/frames_2_80.bmp 1 0 0 20 20
./positive_images/frames_344.bmp 1 0 0 20 20
./positive_images/frames_368.bmp 1 0 0 20 20
./positive_images/frames_273.bmp 1 0 0 20 20
./positive_images/frames_2_68.bmp 1 0 0 20 20
./positive_images/frames_430.bmp 1 0 0 20 20
./positive_images/frames_113.bmp 1 0 0 20 20
./positive_images/frames_2_111.bmp 1 0 0 20 20
./positive_images/frames_646.bmp 1 0 0 20 20
./positive_images/frames_94.bmp 1 0 0 20 20
./positive_images/frames_2_145.bmp 1 0 0 20 20
